county,year,month,season,total_rainfall,mean_temp,max_temp,min_temp,mean_humidity,mean_solar,mean_wind,dry_days,obs_count,temp_range,drought_flag,is_long_rains,is_short_rains,spi_3,overall_cpi,yoy_inflation,ipc_phase,ipc_phase_label,has_humanitarian
Baringo,2004,2,DS1,12.55,23.235517241379316,31.50448275862069,15.978620689655171,51.71655172413793,22.437586206896555,3.353793103448276,26,29,15.525862068965518,1,0,0,-1.0550624909205526,,,2,Stressed,False
Baringo,2004,3,MAM,34.05,24.03548387096774,32.4658064516129,16.845161290322583,48.25225806451613,24.07354838709677,3.3906451612903226,24,31,15.620645161290316,1,1,0,0.8965727018073059,,,2,Stressed,False
Baringo,2004,4,MAM,102.77,23.173333333333336,30.49566666666667,17.422,60.784666666666666,21.128666666666668,2.627333333333333,14,30,13.073666666666668,0,1,0,1.124254871886131,,,2,Stressed,False
Baringo,2004,5,MAM,93.46,22.154516129032256,28.976774193548387,16.488064516129032,62.55838709677419,22.82064516129033,1.9058064516129032,19,31,12.488709677419354,1,1,0,0.4479648061499166,,,2,Stressed,False
Baringo,2004,6,DS2,62.97,21.703666666666667,28.76633333333333,15.500333333333334,57.964666666666666,20.927666666666667,1.9726666666666663,20,30,13.265999999999998,1,0,0,-1.1254637014727082,,,2,Stressed,False
Baringo,2004,7,DS2,78.77,21.203225806451613,27.67064516129032,15.497741935483871,60.15774193548387,20.53903225806452,1.6938709677419357,12,31,12.172903225806447,0,0,0,0.0242648932144656,,,2,Stressed,False
Baringo,2004,8,DS2,112.85,21.161612903225805,27.29032258064516,15.53225806451613,64.42870967741935,21.764193548387095,1.496451612903226,4,31,11.75806451612903,0,0,0,1.097853950564946,,,2,Stressed,False
Baringo,2004,9,DS2,72.23,22.549333333333333,29.522,15.961333333333332,56.25,23.473,1.8793333333333333,13,30,13.560666666666666,0,0,0,-0.7207518792230796,,,2,Stressed,False
Baringo,2004,10,OND,54.65,22.605483870967745,30.45193548387097,16.01709677419355,57.28967741935484,21.103548387096776,2.829677419354838,14,31,14.434838709677418,0,0,1,-0.8462196167905484,,,2,Stressed,False
Baringo,2004,11,OND,80.93,21.649,28.861666666666668,15.942666666666668,64.37566666666666,20.379666666666665,2.869666666666667,11,30,12.919,0,0,1,0.8709480051740519,,,2,Stressed,False
Baringo,2004,12,OND,37.42,21.44032258064516,29.25548387096774,15.182903225806452,62.33483870967742,22.151612903225807,3.198709677419355,17,31,14.072580645161288,1,0,1,-0.924028385991163,,,2,Stressed,False
Baringo,2005,1,DS1,15.34,22.218387096774197,30.495806451612903,15.189032258064517,50.38741935483871,24.220322580645163,3.04,26,31,15.306774193548389,1,0,0,-0.8756480198041193,,,2,Stressed,False
Baringo,2005,2,DS1,4.04,23.480357142857144,32.735,15.493214285714286,44.96642857142857,26.00857142857143,3.5942857142857143,27,28,17.24178571428571,1,0,0,-0.8772324424933733,,,2,Stressed,False
Baringo,2005,3,MAM,19.81,24.67064516129032,33.1441935483871,17.12451612903226,46.99741935483871,24.794193548387096,3.4490322580645163,25,31,16.019677419354842,1,1,0,0.8300760566851839,,,2,Stressed,False
Baringo,2005,4,MAM,89.55,23.787333333333333,31.665666666666667,17.168666666666663,55.411,22.19233333333333,2.8883333333333336,19,30,14.497000000000003,1,1,0,1.1372335265945908,,,2,Stressed,False
Baringo,2005,5,MAM,154.0,21.688064516129035,27.53451612903226,16.951612903225808,68.1116129032258,20.80322580645161,1.5032258064516129,7,31,10.58290322580645,0,1,0,0.9866039190627184,,,2,Stressed,False
Baringo,2005,6,DS2,62.82,21.27466666666667,27.591,15.793,65.57300000000001,20.177666666666667,1.596,11,30,11.798000000000002,0,0,0,-0.8385190041128786,,,2,Stressed,False
Baringo,2005,7,DS2,64.32,20.99419354838709,27.20451612903226,15.756129032258064,63.60516129032258,19.001612903225805,1.7325806451612904,11,31,11.448387096774196,0,0,0,-0.5629270669177342,,,2,Stressed,False
Baringo,2005,8,DS2,124.41,21.225806451612904,27.299354838709675,15.99741935483871,66.55483870967741,21.083870967741937,1.565161290322581,8,31,11.301935483870963,0,0,0,1.1544374169135432,,,2,Stressed,False
Baringo,2005,9,DS2,96.36,21.379,27.997,15.628000000000002,64.24333333333333,22.375666666666667,1.982,14,30,12.368999999999998,0,0,0,0.0442344398310813,,,2,Stressed,False
Baringo,2005,10,OND,56.1,22.898709677419355,30.575161290322583,16.04032258064516,54.57548387096774,23.455806451612904,2.31,16,31,14.534838709677423,1,0,1,-1.05398382491311,,,2,Stressed,False
Baringo,2005,11,OND,30.67,22.267,29.746,16.128333333333334,59.469,21.391666666666666,3.183666666666667,22,30,13.617666666666665,1,0,1,-0.9169910704840628,,,2,Stressed,False
Baringo,2005,12,OND,3.58,22.021290322580644,30.432258064516127,15.031290322580649,50.23774193548388,23.743548387096773,3.459354838709677,31,31,15.40096774193548,1,0,1,-1.0103674562872484,,,2,Stressed,False
Baringo,2006,1,DS1,5.99,22.72290322580645,31.23516129032258,15.28516129032258,50.34483870967742,23.516451612903225,3.548387096774193,30,31,15.95,1,0,0,-0.4951129139837751,,,2,Stressed,False
