source,title,url,date,scraped_at,year,month,title_clean,counties_mentioned,commodities_mentioned,county_count,commodity_count,title_length,word_count
Kenya News Agency,Sugarcane farming cut to focus on food production,https://www.kenyanews.go.ke/sugarcane-farming-cut-to-focus-on-food-production/,2026-05-07 09:14:26,2026-05-07,2026,5,Sugarcane farming cut to focus on food production,[],['Sugar'],0,1,49,8
Kenya News Agency,Coffee revival gains ground,https://www.kenyanews.go.ke/coffee-revival-gains-ground/,2026-05-06 14:16:40,2026-05-07,2026,5,Coffee revival gains ground,[],['Coffee'],0,1,27,4
Kenya News Agency,Young Murang’a women opt for economic independence through farming,https://www.kenyanews.go.ke/young-muranga-women-opt-for-economic-independence-through-farming/,2026-05-06 10:14:25,2026-05-07,2026,5,Young Murang’a women opt for economic independence through farming,[],[],0,0,66,9
Kenya News Agency,Rains choke tomato supply in Kisumu,https://www.kenyanews.go.ke/rains-choke-tomato-supply-in-kisumu/,2026-05-06 10:02:53,2026-05-07,2026,5,Rains choke tomato supply in Kisumu,['Kisumu'],[],1,0,35,6
Kenya News Agency,Kandie launches annual fruition programme to boost farmers’ livelihoods,https://www.kenyanews.go.ke/kandie-launches-annual-fruition-programme-to-boost-farmers-livelihoods/,2026-05-05 12:50:53,2026-05-07,2026,5,Kandie launches annual fruition programme to boost farmers’ livelihoods,[],[],0,0,71,9
Kenya News Agency,Registration delays slow livestock vaccination in Meru County,https://www.kenyanews.go.ke/registration-delays-slow-livestock-vaccination-in-meru-county/,2026-05-05 12:10:05,2026-05-07,2026,5,Registration delays slow livestock vaccination in Meru County,['Meru'],[],1,0,61,8
Kenya News Agency,"Govt outlines reforms in education, health, economy sectors",https://www.kenyanews.go.ke/govt-outlines-reforms-in-education-health-economy-sectors/,2026-05-04 17:55:23,2026-05-07,2026,5,"Govt outlines reforms in education, health, economy sectors",[],[],0,0,59,8
Kenya News Agency,Mandera trains 20 lead farmers to strengthen grassroots agricultural support,https://www.kenyanews.go.ke/mandera-trains-20-lead-farmers-to-strengthen-grassroots-agricultural-support/,2026-05-03 13:11:51,2026-05-07,2026,5,Mandera trains 20 lead farmers to strengthen grassroots agricultural support,['Mandera'],[],1,0,76,10
Kenya News Agency,Farmers urged to boost cotton production to sustain new ginnery,https://www.kenyanews.go.ke/farmers-urged-to-boost-cotton-production-to-sustain-new-ginnery/,2026-05-02 18:41:26,2026-05-07,2026,5,Farmers urged to boost cotton production to sustain new ginnery,[],[],0,0,63,10
Kenya News Agency,Molo dairy farmers urged to go high-tech for higher yields,https://www.kenyanews.go.ke/molo-dairy-farmers-urged-to-go-high-tech-for-higher-yields/,2026-05-02 16:25:44,2026-05-07,2026,5,Molo dairy farmers urged to go high-tech for higher yields,[],[],0,0,58,10
Kenya News Agency,Flower farming chemicals blamed for rising cases of ENT in Naivasha,https://www.kenyanews.go.ke/flower-farming-chemicals-blamed-for-rising-cases-of-ent-in-naivasha/,2026-05-02 15:33:39,2026-05-07,2026,5,Flower farming chemicals blamed for rising cases of ENT in Naivasha,[],[],0,0,67,11
Kenya News Agency,Dry maize stocks steady as prices fluctuate,https://www.kenyanews.go.ke/dry-maize-stocks-steady-as-prices-fluctuate/,2026-05-02 13:58:10,2026-05-07,2026,5,Dry maize stocks steady as prices fluctuate,[],"['Maize', 'Rice', 'Tea']",0,3,43,7
Kenya News Agency,Farmers field school launched in Turkana West,https://www.kenyanews.go.ke/farmers-field-school-launched-in-turkana-west/,2026-05-02 13:52:41,2026-05-07,2026,5,Farmers field school launched in Turkana West,['Turkana'],[],1,0,45,7
Kenya News Agency,"Govt distributes 5,000 coffee seedlings in Igembe South",https://www.kenyanews.go.ke/govt-distributes-5000-coffee-seedlings-in-igembe-south/,2026-05-01 16:44:59,2026-05-07,2026,5,"Govt distributes 5,000 coffee seedlings in Igembe South",[],['Coffee'],0,1,55,8
Kenya News Agency,First Lady launches projects at Unoa primary comprehensive school,https://www.kenyanews.go.ke/first-lady-launches-projects-at-unoa-primary-comprehensive-school/,2026-05-01 12:47:50,2026-05-07,2026,5,First Lady launches projects at Unoa primary comprehensive school,[],[],0,0,65,9
Kenya News Agency,West Pokot moves to champion agroecology in bold agricultural shift,https://www.kenyanews.go.ke/west-pokot-moves-to-champion-agroecology-in-bold-agricultural-shift/,2026-04-30 16:22:01,2026-05-07,2026,4,West Pokot moves to champion agroecology in bold agricultural shift,['West Pokot'],[],1,0,67,10
Kenya News Agency,Macadamia farmers’ agony over ban on raw nuts,https://www.kenyanews.go.ke/macadamia-farmers-agony-over-ban-on-raw-nuts/,2026-04-30 16:10:31,2026-05-07,2026,4,Macadamia farmers’ agony over ban on raw nuts,[],[],0,0,45,8
Kenya News Agency,"Vihiga, CGA sign deal to boost agribusiness",https://www.kenyanews.go.ke/vihiga-cga-sign-deal-to-boost-agribusiness/,2026-04-30 16:08:44,2026-05-07,2026,4,"Vihiga, CGA sign deal to boost agribusiness",['Vihiga'],[],1,0,43,7
Kenya News Agency,Taita Taveta digitizing livestock value chain,https://www.kenyanews.go.ke/taita-taveta-digitizing-livestock-value-chain/,2026-04-30 16:06:14,2026-05-07,2026,4,Taita Taveta digitizing livestock value chain,['Taita Taveta'],[],1,0,45,6
Kenya News Agency,Traditional vegetables turn lucrative as demand rises,https://www.kenyanews.go.ke/traditional-vegetables-turn-lucrative-as-demand-rises/,2026-04-30 10:44:33,2026-05-07,2026,4,Traditional vegetables turn lucrative as demand rises,[],[],0,0,53,7
Kenya News Agency,Avocado seedlings boost farmers’ incomes at Kangaita Tea Factory,https://www.kenyanews.go.ke/avocado-seedlings-boost-farmers-incomes-at-kangaita-tea-factory/,2026-04-30 10:35:52,2026-05-07,2026,4,Avocado seedlings boost farmers’ incomes at Kangaita Tea Factory,[],"['Tea', 'Avocado']",0,2,64,9
Kenya News Agency,Government unveils plan to revive cashew farming,https://www.kenyanews.go.ke/government-unveils-plan-to-revive-cashew-farming/,2026-04-29 14:33:46,2026-05-07,2026,4,Government unveils plan to revive cashew farming,[],[],0,0,48,7
Kenya News Agency,Hybrid poultry system cuts costs for entrepreneur,https://www.kenyanews.go.ke/hybrid-poultry-system-cuts-costs-for-entrepreneur/,2026-04-29 11:48:23,2026-05-07,2026,4,Hybrid poultry system cuts costs for entrepreneur,[],[],0,0,49,7
Kenya News Agency,Nakuru drafts policy to enhance extension services,https://www.kenyanews.go.ke/nakuru-drafts-policy-to-enhance-extension-services/,2026-04-29 11:04:11,2026-05-07,2026,4,Nakuru drafts policy to enhance extension services,['Nakuru'],[],1,0,50,7
Kenya News Agency,"Migori County’s dream to upgrade dairy, beef production comes true",https://www.kenyanews.go.ke/migori-countys-dream-to-upgrade-dairy-beef-production-comes-true/,2026-04-28 13:14:51,2026-05-07,2026,4,"Migori County’s dream to upgrade dairy, beef production comes true",['Migori'],[],1,0,66,10
Kenya News Agency,Subsidized fertilizer programme boosts yield despite access gaps,https://www.kenyanews.go.ke/subsidized-fertilizer-programme-boosts-yield-despite-access-gaps/,2026-04-28 11:54:38,2026-05-07,2026,4,Subsidized fertilizer programme boosts yield despite access gaps,[],[],0,0,64,8
Kenya News Agency,Kirinyaga coffee payout hits historic Sh7.4 billion,https://www.kenyanews.go.ke/kirinyaga-coffee-payout-hits-historic-sh7-4-billion/,2026-04-27 15:59:45,2026-05-07,2026,4,Kirinyaga coffee payout hits historic Sh7.4 billion,['Kirinyaga'],['Coffee'],1,1,51,7
Kenya News Agency,Flooded West Kano land reclaimed to boost rice output,https://www.kenyanews.go.ke/flooded-west-kano-land-reclaimed-to-boost-rice-output/,2026-04-27 12:05:26,2026-05-07,2026,4,Flooded West Kano land reclaimed to boost rice output,[],['Rice'],0,1,53,9
Kenya News Agency,Farmer builds a profitable dairy enterprise with three cows,https://www.kenyanews.go.ke/farmer-builds-a-profitable-dairy-enterprise-with-three-cows/,2026-04-26 14:09:17,2026-05-07,2026,4,Farmer builds a profitable dairy enterprise with three cows,[],[],0,0,59,9
Kenya News Agency,"Debt bailouts by government no longer tenable, says CS Kagwe",https://www.kenyanews.go.ke/debt-bailouts-by-government-no-longer-tenable-says-cs-kagwe/,2026-04-24 17:50:57,2026-05-07,2026,4,"Debt bailouts by government no longer tenable, says CS Kagwe",[],[],0,0,60,10
Kenya News Agency,Farmer wins motorcycle as certified seeds increase yields,https://www.kenyanews.go.ke/farmer-wins-motorcycle-as-certified-seeds-increase-yields/,2026-04-24 17:37:26,2026-05-07,2026,4,Farmer wins motorcycle as certified seeds increase yields,[],[],0,0,57,8
Kenya News Agency,"Sugarcane farming reports Growth in Tinderet, Nandi",https://www.kenyanews.go.ke/sugarcane-farming-reports-growth-in-tinderet-nandi/,2026-04-24 14:47:44,2026-05-07,2026,4,"Sugarcane farming reports Growth in Tinderet, Nandi",['Nandi'],['Sugar'],1,1,51,7
Kenya News Agency,Agriculture signals possible lift on raw macadamia export ban,https://www.kenyanews.go.ke/agriculture-signals-possible-lift-on-raw-macadamia-export-ban/,2026-04-24 12:34:38,2026-05-07,2026,4,Agriculture signals possible lift on raw macadamia export ban,[],[],0,0,61,9
Kenya News Agency,Kwale farmers decry seed shortage,https://www.kenyanews.go.ke/kwale-farmers-decry-seed-shortage/,2026-04-24 11:43:49,2026-05-07,2026,4,Kwale farmers decry seed shortage,['Kwale'],[],1,0,33,5
Kenya News Agency,Kenyan Coffee Fetches Record Prices at African Trade Fair,https://www.kenyanews.go.ke/kenyan-coffee-fetches-record-prices-at-african-trade-fair/,2026-04-24 11:34:45,2026-05-07,2026,4,Kenyan Coffee Fetches Record Prices at African Trade Fair,[],"['Rice', 'Coffee']",0,2,57,9
Kenya News Agency,Embu banks on young agripreneurs to revolutionize agriculture,https://www.kenyanews.go.ke/embu-banks-on-young-agripreneurs-to-revolutionize-agriculture/,2026-04-24 11:31:01,2026-05-07,2026,4,Embu banks on young agripreneurs to revolutionize agriculture,['Embu'],[],1,0,61,8
Kenya News Agency,Kirinyaga farmers register record coffee rates,https://www.kenyanews.go.ke/kirinyaga-farmers-register-record-coffee-rates/,2026-04-23 16:44:03,2026-05-07,2026,4,Kirinyaga farmers register record coffee rates,['Kirinyaga'],['Coffee'],1,1,46,6
Kenya News Agency,Nyamira ‎farmer wins motorcycle in anti-counterfeit seed campaign,https://www.kenyanews.go.ke/nyamira-%e2%80%8efarmer-wins-motorcycle-in-anti-counterfeit-seed-campaign/,2026-04-23 15:24:30,2026-05-07,2026,4,Nyamira ‎farmer wins motorcycle in anti-counterfeit seed campaign,['Nyamira'],[],1,0,65,8
Kenya News Agency,4000 farmers benefit from climate-smart agribusiness programme,https://www.kenyanews.go.ke/4000-farmers-benefit-from-climate-smart-agribusiness-programme/,2026-04-22 16:01:07,2026-05-07,2026,4,4000 farmers benefit from climate-smart agribusiness programme,[],[],0,0,62,7
Kenya News Agency,Hippos invade crops along shores of Lake Victoria,https://www.kenyanews.go.ke/hippos-invade-crops-along-shores-of-lake-victoria/,2026-04-22 12:45:52,2026-05-07,2026,4,Hippos invade crops along shores of Lake Victoria,[],[],0,0,49,8
Kenya News Agency,Tomato price surge after January glut leaves markets strained,https://www.kenyanews.go.ke/tomato-price-surge-after-january-glut-leaves-markets-strained/,2026-04-21 18:38:58,2026-05-07,2026,4,Tomato price surge after January glut leaves markets strained,[],['Rice'],0,1,61,9
Kenya News Agency,Uasin-Gishu County launches programme to boost agricultural financing,https://www.kenyanews.go.ke/uasin-gishu-county-launches-programme-to-boost-agricultural-financing/,2026-04-21 18:34:40,2026-05-07,2026,4,Uasin-Gishu County launches programme to boost agricultural financing,[],[],0,0,69,8
Kenya News Agency,Escarpment Belt irrigation project takes shape in Lari,https://www.kenyanews.go.ke/escarpment-belt-irrigation-project-takes-shape-in-lari/,2026-04-21 17:13:32,2026-05-07,2026,4,Escarpment Belt irrigation project takes shape in Lari,[],[],0,0,54,8
Kenya News Agency,How irrigation is transforming lives in Buuri East subcounty,https://www.kenyanews.go.ke/how-irrigation-is-transforming-lives-in-buuri-east-subcounty/,2026-04-21 14:55:43,2026-05-07,2026,4,How irrigation is transforming lives in Buuri East subcounty,[],[],0,0,60,9
Kenya News Agency,"CGA, Egerton University partner to promote improved groundnut varieties",https://www.kenyanews.go.ke/cga-egerton-university-partner-to-promote-improved-groundnut-varieties/,2026-04-20 17:46:12,2026-05-07,2026,4,"CGA, Egerton University partner to promote improved groundnut varieties",[],[],0,0,71,9
Kenya News Agency,Farmers turn to organic manure to cut costs and restore soil health,https://www.kenyanews.go.ke/farmers-turn-to-organic-manure-to-cut-costs-and-restore-soil-health/,2026-04-20 17:27:36,2026-05-07,2026,4,Farmers turn to organic manure to cut costs and restore soil health,[],[],0,0,67,12
Kenya News Agency,"KPL champions indigenous seeds, opposes GMOs ahead of key court ruling",https://www.kenyanews.go.ke/kpl-champions-indigenous-seeds-opposes-gmos-ahead-of-key-court-ruling/,2026-04-20 14:04:37,2026-05-07,2026,4,"KPL champions indigenous seeds, opposes GMOs ahead of key court ruling",[],[],0,0,70,11
Kenya News Agency,"Kenya targets youth, technology to revitalize tea sector",https://www.kenyanews.go.ke/kenya-targets-youth-technology-to-revitalize-tea-sector/,2026-04-20 12:22:18,2026-05-07,2026,4,"Kenya targets youth, technology to revitalize tea sector",[],['Tea'],0,1,56,8
Kenya News Agency,Vihiga County intensifies agricultural transformation,https://www.kenyanews.go.ke/vihiga-county-intensifies-agricultural-transformation/,2026-04-18 21:26:29,2026-05-07,2026,4,Vihiga County intensifies agricultural transformation,['Vihiga'],[],1,0,53,5
Kenya News Agency,40 Young Agripreneurs shift to digital spaces as customers embrace online markets,https://www.kenyanews.go.ke/40-young-agripreneurs-shift-to-digital-spaces-as-customers-embrace-online-markets/,2026-04-17 17:05:14,2026-05-07,2026,4,40 Young Agripreneurs shift to digital spaces as customers embrace online markets,[],[],0,0,81,12
Kenya News Agency,Anthrax outbreak confirmed in Vihiga,https://www.kenyanews.go.ke/anthrax-outbreak-confirmed-in-vihiga/,2026-04-17 16:48:24,2026-05-07,2026,4,Anthrax outbreak confirmed in Vihiga,['Vihiga'],[],1,0,36,5
Kenya News Agency,Kiambu farmers set to gain skills and market linkages at upcoming Lari Agricultural Expo,https://www.kenyanews.go.ke/kiambu-farmers-set-to-gain-skills-and-market-linkages-at-upcoming-lari-agricultural-expo/,2026-04-16 12:44:21,2026-05-07,2026,4,Kiambu farmers set to gain skills and market linkages at upcoming Lari Agricultural Expo,['Kiambu'],[],1,0,88,14
Kenya News Agency,ISFAA targets Kilifi in agroecology push and indigenous seeds,https://www.kenyanews.go.ke/isfaa-targets-kilifi-in-agroecology-push-and-indigenous-seeds/,2026-04-15 17:11:21,2026-05-07,2026,4,ISFAA targets Kilifi in agroecology push and indigenous seeds,['Kilifi'],[],1,0,61,9
Kenya News Agency,"New strategy to support farmers, businesses, and create jobs",https://www.kenyanews.go.ke/new-strategy-to-support-farmers-businesses-and-create-jobs/,2026-04-15 17:00:34,2026-05-07,2026,4,"New strategy to support farmers, businesses, and create jobs",[],[],0,0,60,9
Kenya News Agency,Government move to revive coffee farming in Taita Taveta,https://www.kenyanews.go.ke/government-move-to-revive-coffee-farming-in-taita-taveta/,2026-04-15 16:17:41,2026-05-07,2026,4,Government move to revive coffee farming in Taita Taveta,['Taita Taveta'],['Coffee'],1,1,56,9
Kenya News Agency,Vihiga youth embrace fish value addition to boost incomes,https://www.kenyanews.go.ke/vihiga-youth-embrace-fish-value-addition-to-boost-incomes/,2026-04-15 12:09:33,2026-05-07,2026,4,Vihiga youth embrace fish value addition to boost incomes,['Vihiga'],[],1,0,57,9
Kenya News Agency,Tonnes of climate-resilient seeds distributed in Kerio Valley,https://www.kenyanews.go.ke/tonnes-of-climate-resilient-seeds-distributed-in-kerio-valley/,2026-04-15 10:39:33,2026-05-07,2026,4,Tonnes of climate-resilient seeds distributed in Kerio Valley,[],[],0,0,61,8
Kenya News Agency,Vaccination against foot-and-mouth disease kicks off in Siaya,https://www.kenyanews.go.ke/vaccination-against-foot-and-mouth-disease-kicks-off-in-siaya/,2026-04-15 08:58:22,2026-05-07,2026,4,Vaccination against foot-and-mouth disease kicks off in Siaya,['Siaya'],[],1,0,61,8
Kenya News Agency,Kagwe tops poll as best performing cabinet secretary 2026,https://www.kenyanews.go.ke/kagwe-tops-poll-as-best-performing-cabinet-secretary-2026/,2026-04-14 20:53:19,2026-05-07,2026,4,Kagwe tops poll as best performing cabinet secretary 2026,[],[],0,0,57,9
Kenya News Agency,Kenya targets 125 percent pig industry growth by 2030,https://www.kenyanews.go.ke/kenya-targets-125-percent-pig-industry-growth-by-2030/,2026-04-14 20:07:57,2026-05-07,2026,4,Kenya targets 125 percent pig industry growth by 2030,[],[],0,0,53,9
Kenya News Agency,Chuka expo highlights solutions to post-harvest losses,https://www.kenyanews.go.ke/chuka-expo-highlights-solutions-to-post-harvest-losses/,2026-04-14 17:46:11,2026-05-07,2026,4,Chuka expo highlights solutions to post-harvest losses,[],[],0,0,54,7
Kenya News Agency,Kirinyaga trains youth in digital skills to boost agriculture,https://www.kenyanews.go.ke/kirinyaga-trains-youth-in-digital-skills-to-boost-agriculture/,2026-04-14 10:36:05,2026-05-07,2026,4,Kirinyaga trains youth in digital skills to boost agriculture,['Kirinyaga'],[],1,0,61,9
Kenya News Agency,Pig rearing transforms livelihood for Tinderet farmer,https://www.kenyanews.go.ke/pig-rearing-transforms-livelihood-for-tinderet-farmer/,2026-04-13 16:00:15,2026-05-07,2026,4,Pig rearing transforms livelihood for Tinderet farmer,[],[],0,0,53,7
Kenya News Agency,Farmer bets on dual-crop strategy to survive unpredictable seasons,https://www.kenyanews.go.ke/farmer-bets-on-dual-crop-strategy-to-survive-unpredictable-seasons/,2026-04-11 15:12:36,2026-05-07,2026,4,Farmer bets on dual-crop strategy to survive unpredictable seasons,[],[],0,0,66,9
Kenya News Agency,Sh1.7 billion Taunet hydropower project to lower tea energy costs,https://www.kenyanews.go.ke/sh1-7-billion-taunet-hydropower-project-to-lower-tea-energy-costs/,2026-04-11 12:09:25,2026-05-07,2026,4,Sh1.7 billion Taunet hydropower project to lower tea energy costs,[],['Tea'],0,1,65,10
Kenya News Agency,Improved poultry farming boosts incomes for Molo farmers,https://www.kenyanews.go.ke/improved-poultry-farming-boosts-incomes-for-molo-farmers/,2026-04-10 16:50:02,2026-05-07,2026,4,Improved poultry farming boosts incomes for Molo farmers,[],[],0,0,56,8
Kenya News Agency,Solo Sunrise pawpaw gains popularity among farmers,https://www.kenyanews.go.ke/solo-sunrise-pawpaw-gains-popularity-among-farmers/,2026-04-10 12:42:35,2026-05-07,2026,4,Solo Sunrise pawpaw gains popularity among farmers,[],[],0,0,50,7
Kenya News Agency,Govt intensifies crackdown on unlicensed macadamia dealers,https://www.kenyanews.go.ke/govt-intensifies-crackdown-on-unlicensed-macadamia-dealers/,2026-04-10 11:59:40,2026-05-07,2026,4,Govt intensifies crackdown on unlicensed macadamia dealers,[],[],0,0,58,7
Kenya News Agency,Kenya records significant increase in certified seed production,https://www.kenyanews.go.ke/kenya-records-significant-increase-in-certified-seed-production/,2026-04-09 13:24:26,2026-05-07,2026,4,Kenya records significant increase in certified seed production,[],[],0,0,63,8
Kenya News Agency,Key challenges hindering dairy farming in Vihiga,https://www.kenyanews.go.ke/key-challenges-hindering-dairy-farming-in-vihiga/,2026-04-08 17:55:47,2026-05-07,2026,4,Key challenges hindering dairy farming in Vihiga,['Vihiga'],[],1,0,48,7
Kenya News Agency,Milk surplus hits Kajiado County as prices drop,https://www.kenyanews.go.ke/milk-surplus-hits-kajiado-county-as-prices-drop/,2026-04-08 17:39:55,2026-05-07,2026,4,Milk surplus hits Kajiado County as prices drop,['Kajiado'],"['Rice', 'Milk']",1,2,47,8
Kenya News Agency,Farmers demand lifting court cases to allow Bt maize,https://www.kenyanews.go.ke/farmers-demand-lifting-court-cases-to-allow-bt-maize/,2026-04-08 16:41:28,2026-05-07,2026,4,Farmers demand lifting court cases to allow Bt maize,[],['Maize'],0,1,52,9
Kenya News Agency,Kirinyaga launches digital livestock registration and vaccination drive,https://www.kenyanews.go.ke/kirinyaga-launches-digital-livestock-registration-and-vaccination-drive/,2026-04-08 16:27:53,2026-05-07,2026,4,Kirinyaga launches digital livestock registration and vaccination drive,['Kirinyaga'],[],1,0,71,8
Kenya News Agency,Murang’a integrates organic food into school feeding programme,https://www.kenyanews.go.ke/muranga-integrates-organic-food-into-school-feeding-programme/,2026-04-08 12:24:00,2026-05-07,2026,4,Murang’a integrates organic food into school feeding programme,[],[],0,0,62,8
Kenya News Agency,Turkana County receives assorted seeds from Kenya Seed Company,https://www.kenyanews.go.ke/turkana-county-receives-assorted-seeds-from-kenya-seed-company/,2026-04-05 14:51:38,2026-05-07,2026,4,Turkana County receives assorted seeds from Kenya Seed Company,['Turkana'],[],1,0,62,9
Kenya News Agency,Narok farmers innovate to protect declining donkey numbers,https://www.kenyanews.go.ke/narok-farmers-innovate-to-protect-declining-donkey-numbers/,2026-04-04 15:13:02,2026-05-07,2026,4,Narok farmers innovate to protect declining donkey numbers,['Narok'],[],1,0,58,8
Kenya News Agency,Farmers in Migori urged to utilise government facilities and equipment,https://www.kenyanews.go.ke/farmers-in-migori-urged-to-utilise-government-facilities-and-equipment/,2026-04-04 14:22:24,2026-05-07,2026,4,Farmers in Migori urged to utilise government facilities and equipment,['Migori'],[],1,0,70,10
Kenya News Agency,Government implements sweeping reforms to streamline tea industry,https://www.kenyanews.go.ke/government-implements-sweeping-reforms-to-streamline-tea-industry/,2026-04-04 11:00:30,2026-05-07,2026,4,Government implements sweeping reforms to streamline tea industry,[],['Tea'],0,1,65,8
Kenya News Agency,Stakeholders give views on livestock traceability bill in Eldoret,https://www.kenyanews.go.ke/stakeholders-give-views-on-livestock-traceability-bill-in-eldoret/,2026-04-03 20:20:46,2026-05-07,2026,4,Stakeholders give views on livestock traceability bill in Eldoret,[],[],0,0,65,9
Kenya News Agency,Authority rolls out apiculture project to support local farmers,https://www.kenyanews.go.ke/authority-rolls-out-apiculture-project-to-support-local-farmers/,2026-04-03 20:09:30,2026-05-07,2026,4,Authority rolls out apiculture project to support local farmers,[],[],0,0,63,9
Kenya News Agency,"Proposed livestock bill to improve quality, earnings and curb theft",https://www.kenyanews.go.ke/proposed-livestock-bill-to-improve-quality-earnings-and-curb-theft/,2026-04-03 19:17:42,2026-05-07,2026,4,"Proposed livestock bill to improve quality, earnings and curb theft",[],[],0,0,67,10
Kenya News Agency,Joint Kenya–Tanzania PPR vaccination exercise launched in Kajiado,https://www.kenyanews.go.ke/joint-kenya-tanzania-ppr-vaccination-exercise-launched-in-kajiado/,2026-04-03 18:12:09,2026-05-07,2026,4,Joint Kenya–Tanzania PPR vaccination exercise launched in Kajiado,['Kajiado'],[],1,0,65,8
Kenya News Agency,Livestock bill set to unlock global market opportunities,https://www.kenyanews.go.ke/livestock-bill-set-to-unlock-global-market-opportunities/,2026-04-03 11:26:48,2026-05-07,2026,4,Livestock bill set to unlock global market opportunities,[],[],0,0,56,8
Kenya News Agency,West Pokot farmers receive certified seeds,https://www.kenyanews.go.ke/west-pokot-farmers-receive-certified-seeds/,2026-04-01 15:04:34,2026-05-07,2026,4,West Pokot farmers receive certified seeds,['West Pokot'],[],1,0,42,6
Kenya News Agency,Proposed bill seeks to boost livestock market,https://www.kenyanews.go.ke/proposed-bill-seeks-to-boost-livestock-market/,2026-04-01 14:11:53,2026-05-07,2026,4,Proposed bill seeks to boost livestock market,[],[],0,0,45,7
Kenya News Agency,Kenya steps up livestock disease detection to protect farmers and public health,https://www.kenyanews.go.ke/kenya-steps-up-livestock-disease-detection-to-protect-farmers-and-public-health/,2026-04-01 12:06:56,2026-05-07,2026,4,Kenya steps up livestock disease detection to protect farmers and public health,[],[],0,0,79,12
Kenya News Agency,Teso retired teachers turn to Avocado farming,https://www.kenyanews.go.ke/teso-retired-teachers-turn-to-avocado-farming/,2026-04-01 11:15:18,2026-05-07,2026,4,Teso retired teachers turn to Avocado farming,[],"['Tea', 'Avocado']",0,2,45,7
Kenya News Agency,"‘Strong policy framework needed in tackling HHPs,’ says regional NGOs",https://www.kenyanews.go.ke/strong-policy-framework-needed-in-tackling-hhps-says-regional-ngos/,2026-03-31 18:57:37,2026-05-07,2026,3,"‘Strong policy framework needed in tackling HHPs,’ says regional NGOs",[],[],0,0,69,10
Kenya News Agency,State begins nationwide distribution of two million fertilizer bags,https://www.kenyanews.go.ke/state-begins-nationwide-distribution-of-two-million-fertilizer-bags/,2026-03-31 18:36:06,2026-05-07,2026,3,State begins nationwide distribution of two million fertilizer bags,[],[],0,0,67,9
Kenya News Agency,"Egerton University, Kilimo Trust launch Regional Agricultural Centre",https://www.kenyanews.go.ke/egerton-university-kilimo-trust-launch-regional-agricultural-centre/,2026-03-30 20:50:59,2026-05-07,2026,3,"Egerton University, Kilimo Trust launch Regional Agricultural Centre",[],[],0,0,68,8
Kenya News Agency,"Farmers receive training, avocado seedlings to boost food security",https://www.kenyanews.go.ke/farmers-receive-training-avocado-seedlings-to-boost-food-security/,2026-03-30 18:56:41,2026-05-07,2026,3,"Farmers receive training, avocado seedlings to boost food security",[],['Avocado'],0,1,66,9
Kenya News Agency,Vihiga County supports traders to boost aquaculture value chain,https://www.kenyanews.go.ke/vihiga-county-supports-traders-to-boost-aquaculture-value-chain/,2026-03-30 18:23:42,2026-05-07,2026,3,Vihiga County supports traders to boost aquaculture value chain,['Vihiga'],[],1,0,63,9
Kenya News Agency,Climate-resilient seeds gain popularity among coastal farmers,https://www.kenyanews.go.ke/climate-resilient-seeds-gain-popularity-among-coastal-farmers/,2026-03-30 14:46:07,2026-05-07,2026,3,Climate-resilient seeds gain popularity among coastal farmers,[],[],0,0,61,7
Kenya News Agency,"AFA clears avocado export, warns against immature harvesting",https://www.kenyanews.go.ke/afa-clears-avocado-export-warns-against-immature-harvesting/,2026-03-30 11:39:02,2026-05-07,2026,3,"AFA clears avocado export, warns against immature harvesting",[],['Avocado'],0,1,60,8
Kenya News Agency,How Pearl Millet is quietly making a comeback in Kenya’s dry lands,https://www.kenyanews.go.ke/how-pearl-millet-is-quietly-making-a-comeback-in-kenyas-dry-lands/,2026-03-29 12:12:32,2026-05-07,2026,3,How Pearl Millet is quietly making a comeback in Kenya’s dry lands,[],[],0,0,66,12
Kenya News Agency,"Aquaculture consortium moves to bridge Kenya’s 450,000-metric ton fish deficit",https://www.kenyanews.go.ke/aquaculture-consortium-moves-to-bridge-kenyas-450000-metric-ton-fish-deficit/,2026-03-28 16:22:20,2026-05-07,2026,3,"Aquaculture consortium moves to bridge Kenya’s 450,000-metric ton fish deficit",[],[],0,0,78,10
Kenya News Agency,Opening season for avocado harvesting to commence next month,https://www.kenyanews.go.ke/opening-season-for-avocado-harvesting-to-commence-next-month/,2026-03-28 12:38:59,2026-05-07,2026,3,Opening season for avocado harvesting to commence next month,[],['Avocado'],0,1,60,9
Kenya News Agency,"Man reclaims rejected land, turns it to a source of livelihood",https://www.kenyanews.go.ke/man-reclaims-rejected-land-turns-it-to-a-source-of-livelihood/,2026-03-27 16:10:22,2026-05-07,2026,3,"Man reclaims rejected land, turns it to a source of livelihood",[],[],0,0,62,11
Kenya News Agency,"Over 6,000 cows so far vaccinated in Sabatia Sub County",https://www.kenyanews.go.ke/over-6000-cows-so-far-vaccinated-in-sabatia-sub-county/,2026-03-27 11:35:00,2026-05-07,2026,3,"Over 6,000 cows so far vaccinated in Sabatia Sub County",[],[],0,0,55,10
Kenya News Agency,"Kenya, Italy partner to boost coffee sector and training",https://www.kenyanews.go.ke/kenya-italy-partner-to-boost-coffee-sector-and-training/,2026-03-26 15:03:45,2026-05-07,2026,3,"Kenya, Italy partner to boost coffee sector and training",[],['Coffee'],0,1,56,9
