source,title,url,date,scraped_at,year,month,title_clean,counties_mentioned,commodities_mentioned,county_count,commodity_count,title_length,word_count
Kenya News Agency,"Women adopt vertical gardens to boost food, income",https://www.kenyanews.go.ke/women-adopt-vertical-gardens-to-boost-food-income/,2025-06-06 11:09:42,2026-05-07,2025,6,"Women adopt vertical gardens to boost food, income",[],[],0,0,50,8
Kenya News Agency,Govt reaffirms ban on raw Macadamia exports,https://www.kenyanews.go.ke/govt-reaffirms-ban-on-raw-macadamia-exports/,2025-06-05 09:20:20,2026-05-07,2025,6,Govt reaffirms ban on raw Macadamia exports,[],[],0,0,43,7
Kenya News Agency,Govt upgrades agri-curricula with tech to attract youth,https://www.kenyanews.go.ke/govt-upgrades-agri-curricula-with-tech-to-attract-youth/,2025-06-04 16:38:33,2026-05-07,2025,6,Govt upgrades agri-curricula with tech to attract youth,[],[],0,0,55,8
Kenya News Agency,Govt streamlines horticulture sector for economic gains,https://www.kenyanews.go.ke/govt-streamlines-horticulture-sector-for-economic-gains/,2025-06-04 14:12:33,2026-05-07,2025,6,Govt streamlines horticulture sector for economic gains,[],[],0,0,55,7
Kenya News Agency,Farmers set to benefit from digital agricultural trading in Makueni,https://www.kenyanews.go.ke/farmers-set-to-benefit-from-digital-agricultural-trading-in-makueni/,2025-06-04 13:28:31,2026-05-07,2025,6,Farmers set to benefit from digital agricultural trading in Makueni,['Makueni'],[],1,0,67,10
Kenya News Agency,Kenya opens Africa’s biggest flower expo with calls for export reforms in trade and logistics,https://www.kenyanews.go.ke/kenya-opens-africas-biggest-flower-expo-with-calls-for-export-reforms-in-trade-and-logistics/,2025-06-03 17:58:48,2026-05-07,2025,6,Kenya opens Africa’s biggest flower expo with calls for export reforms in trade and logistics,[],[],0,0,93,15
Kenya News Agency,Scaling data and innovation to enhance soil fertility and health across Africa,https://www.kenyanews.go.ke/scaling-data-and-innovation-to-enhance-soil-fertility-and-health-across-africa/,2025-06-03 17:49:18,2026-05-07,2025,6,Scaling data and innovation to enhance soil fertility and health across Africa,[],[],0,0,78,12
Kenya News Agency,Government injects Sh20 million to upgrade Luanda Ginnery in Busia,https://www.kenyanews.go.ke/government-injects-sh20-million-to-upgrade-luanda-ginnery-in-busia/,2025-06-03 14:14:27,2026-05-07,2025,6,Government injects Sh20 million to upgrade Luanda Ginnery in Busia,['Busia'],[],1,0,66,10
Kenya News Agency,State in fresh drive to enforce 50-kg Irish potato bag rules,https://www.kenyanews.go.ke/state-in-fresh-drive-to-enforce-50-kg-irish-potato-bag-rules/,2025-06-03 13:44:34,2026-05-07,2025,6,State in fresh drive to enforce 50-kg Irish potato bag rules,[],[],0,0,60,11
Kenya News Agency,Farmers in Makueni County trained on new technologies food preservation,https://www.kenyanews.go.ke/farmers-in-makueni-county-trained-on-new-technologies-food-preservation/,2025-06-03 10:53:40,2026-05-07,2025,6,Farmers in Makueni County trained on new technologies food preservation,['Makueni'],[],1,0,71,10
Kenya News Agency,PS Mang’eni champions edible oil farming in Busia,https://www.kenyanews.go.ke/ps-mangeni-champions-edible-oil-farming-in-busia/,2025-06-01 16:44:22,2026-05-07,2025,6,PS Mang’eni champions edible oil farming in Busia,['Busia'],[],1,0,49,8
Kenya News Agency,Juncao grass offers hope to Turkana livestock keepers,https://www.kenyanews.go.ke/juncao-grass-offers-hope-to-turkana-livestock-keepers/,2025-06-01 16:05:12,2026-05-07,2025,6,Juncao grass offers hope to Turkana livestock keepers,['Turkana'],[],1,0,53,8
Kenya News Agency,"Govt restocks Turkwel Dam with 80,000 fingerlings",https://www.kenyanews.go.ke/govt-restocks-turkwel-dam-with-80000-fingerlings/,2025-05-31 18:12:45,2026-05-07,2025,5,"Govt restocks Turkwel Dam with 80,000 fingerlings",[],[],0,0,49,7
Kenya News Agency,State to purchase all Mwea rice in stock,https://www.kenyanews.go.ke/state-to-purchase-all-mwea-rice-in-stock/,2025-05-31 12:00:19,2026-05-07,2025,5,State to purchase all Mwea rice in stock,[],['Rice'],0,1,40,8
Kenya News Agency,Kenya and Brazil sign MOU to promote agriculture,https://www.kenyanews.go.ke/kenya-and-brazil-sign-mou-to-promote-agriculture/,2025-05-30 16:45:41,2026-05-07,2025,5,Kenya and Brazil sign MOU to promote agriculture,[],[],0,0,48,8
Kenya News Agency,WoFaAK Vihiga Chapter Hosts Empowerment Event to Promote Agro-Processing,https://www.kenyanews.go.ke/151435-2/,2025-05-30 16:03:26,2026-05-07,2025,5,WoFaAK Vihiga Chapter Hosts Empowerment Event to Promote Agro-Processing,['Vihiga'],[],1,0,72,9
Kenya News Agency,Boost for Murang’a avocado farmers as county launches first modern packaging plant,https://www.kenyanews.go.ke/boost-for-muranga-avocado-farmers-as-county-launches-first-modern-packaging-plant/,2025-05-30 15:50:29,2026-05-07,2025,5,Boost for Murang’a avocado farmers as county launches first modern packaging plant,[],['Avocado'],0,1,82,12
Kenya News Agency,Funding livestock disease management,https://www.kenyanews.go.ke/funding-livestock-disease-management/,2025-05-30 11:15:56,2026-05-07,2025,5,Funding livestock disease management,[],[],0,0,36,4
Kenya News Agency,Boost for coffee farmers as county constructs warehouse for storage,https://www.kenyanews.go.ke/boost-for-coffee-farmers-as-county-constructs-warehouse-for-storage/,2025-05-28 16:38:26,2026-05-07,2025,5,Boost for coffee farmers as county constructs warehouse for storage,[],['Coffee'],0,1,67,10
Kenya News Agency,Turkana scales up targeted livestock vaccination,https://www.kenyanews.go.ke/turkana-scales-up-targeted-livestock-vaccination/,2025-05-28 14:38:44,2026-05-07,2025,5,Turkana scales up targeted livestock vaccination,['Turkana'],[],1,0,48,6
Kenya News Agency,Migori County Lags Behind in Oil Crop Production,https://www.kenyanews.go.ke/migori-county-lag-behind-in-oil-crop-production/,2025-05-28 14:34:09,2026-05-07,2025,5,Migori County Lags Behind in Oil Crop Production,['Migori'],[],1,0,48,8
Kenya News Agency,Youth urged to embrace aquaculture,https://www.kenyanews.go.ke/youth-urged-to-embrace-aquaculture/,2025-05-27 17:01:48,2026-05-07,2025,5,Youth urged to embrace aquaculture,[],[],0,0,34,5
Kenya News Agency,Dairy farmer excels in rural Vihiga,https://www.kenyanews.go.ke/dairy-farmer-excels-in-rural-vihiga/,2025-05-27 12:15:03,2026-05-07,2025,5,Dairy farmer excels in rural Vihiga,['Vihiga'],[],1,0,35,6
Kenya News Agency,Challenges facing animal feeds industry in Nyahururu town,https://www.kenyanews.go.ke/challenges-facing-animal-feeds-industry-in-nyahururu-town/,2025-05-26 15:13:54,2026-05-07,2025,5,Challenges facing animal feeds industry in Nyahururu town,[],[],0,0,57,8
Kenya News Agency,Sowing seeds of hope in Elgeyo Marakwet’s green revolution,https://www.kenyanews.go.ke/sowing-seeds-of-hope-in-elgeyo-marakwets-green-revolution/,2025-05-26 15:09:48,2026-05-07,2025,5,Sowing seeds of hope in Elgeyo Marakwet’s green revolution,['Elgeyo Marakwet'],[],1,0,58,9
Kenya News Agency,Governor dismisses Egerton’s report on Nyandarua potato farming,https://www.kenyanews.go.ke/governor-dismisses-egertons-report-on-nyandarua-potato-farming/,2025-05-26 14:59:17,2026-05-07,2025,5,Governor dismisses Egerton’s report on Nyandarua potato farming,['Nyandarua'],[],1,0,63,8
Kenya News Agency,Coffee farming revived in Vihiga County to boost economy and livelihoods,https://www.kenyanews.go.ke/coffee-farming-revived-in-vihiga-county-to-boost-economy-and-livelihoods/,2025-05-26 10:16:21,2026-05-07,2025,5,Coffee farming revived in Vihiga County to boost economy and livelihoods,['Vihiga'],['Coffee'],1,1,72,11
Kenya News Agency,Kericho Bets Big on Ward-Based Cooperatives to Revolutionize Farming,https://www.kenyanews.go.ke/kericho-bets-big-on-ward-based-cooperatives-to-revolutionize-farming/,2025-05-24 17:02:44,2026-05-07,2025,5,Kericho Bets Big on Ward-Based Cooperatives to Revolutionize Farming,['Kericho'],[],1,0,68,9
Kenya News Agency,Government Issues Free Coffee Seedlings to Boost Coffee Farming in Busia,https://www.kenyanews.go.ke/government-issues-free-coffee-seedlings-to-boost-coffee-farming-in-busia/,2025-05-24 14:16:55,2026-05-07,2025,5,Government Issues Free Coffee Seedlings to Boost Coffee Farming in Busia,['Busia'],['Coffee'],1,1,72,11
Kenya News Agency,"Government to triple coffee production within five years, CS Oparanya",https://www.kenyanews.go.ke/government-to-triple-coffee-production-within-five-years-cs-oparanya/,2025-05-24 13:14:04,2026-05-07,2025,5,"Government to triple coffee production within five years, CS Oparanya",[],['Coffee'],0,1,69,10
Kenya News Agency,KALRO expands certified seed access with New Mkulima Shop in Kericho,https://www.kenyanews.go.ke/kalro-expands-certified-seed-access-with-new-mkulima-shop-in-kericho/,2025-05-23 17:58:52,2026-05-07,2025,5,KALRO expands certified seed access with New Mkulima Shop in Kericho,['Kericho'],[],1,0,68,11
Kenya News Agency,County routes for climate-smart agriculture to boost potato production,https://www.kenyanews.go.ke/county-routes-for-climate-smart-agriculture-to-boost-potato-production/,2025-05-23 17:04:16,2026-05-07,2025,5,County routes for climate-smart agriculture to boost potato production,[],[],0,0,70,9
Kenya News Agency,Farmers gain vital insights from agriculture expo on sustainable & resilient farming,https://www.kenyanews.go.ke/farmers-gain-vital-insights-from-agriculture-expo-on-sustainable-resilient-farming/,2025-05-23 14:23:24,2026-05-07,2025,5,Farmers gain vital insights from agriculture expo on sustainable & resilient farming,[],[],0,0,84,12
Kenya News Agency,FINAS 2025 summit closes with a call to re-think financing for the agricultural sector,https://www.kenyanews.go.ke/finas-2025-summit-closes-with-a-call-to-re-think-financing-for-the-agricultural-sector/,2025-05-23 14:13:23,2026-05-07,2025,5,FINAS 2025 summit closes with a call to re-think financing for the agricultural sector,[],[],0,0,86,14
Kenya News Agency,Experts to meet and address matters Biotechnology,https://www.kenyanews.go.ke/experts-to-meet-and-address-matters-biotechnology/,2025-05-23 11:28:02,2026-05-07,2025,5,Experts to meet and address matters Biotechnology,[],[],0,0,49,7
Kenya News Agency,Establishing robust testing key in fighting Maize Lethal Necrosis,https://www.kenyanews.go.ke/establishing-robust-testing-key-in-fighting-maize-lethal-necrosis/,2025-05-23 11:23:58,2026-05-07,2025,5,Establishing robust testing key in fighting Maize Lethal Necrosis,[],['Maize'],0,1,65,9
Kenya News Agency,"Let your ideas make economic sense before venturing, Youths Urged",https://www.kenyanews.go.ke/let-your-ideas-make-sense-before-venturing-youths-urged/,2025-05-22 16:29:13,2026-05-07,2025,5,"Let your ideas make economic sense before venturing, Youths Urged",[],[],0,0,65,10
Kenya News Agency,Power of financial inclusion making small holder farmer bankable,https://www.kenyanews.go.ke/power-of-financial-inclusion-making-small-holder-farmer-bankable/,2025-05-22 15:40:51,2026-05-07,2025,5,Power of financial inclusion making small holder farmer bankable,[],[],0,0,64,9
Kenya News Agency,Government unveils bold reforms to boost tea sector and farmers’ welfare,https://www.kenyanews.go.ke/government-unveils-bold-reforms-to-boost-tea-sector-and-farmers-welfare/,2025-05-22 11:25:11,2026-05-07,2025,5,Government unveils bold reforms to boost tea sector and farmers’ welfare,[],['Tea'],0,1,72,11
Kenya News Agency,County Launches Tea Buying Centre and Agricultural Equipment for Belgut Farmers,https://www.kenyanews.go.ke/county-launches-tea-buying-centre-and-agricultural-equipment-for-belgut-farmers/,2025-05-22 11:13:34,2026-05-07,2025,5,County Launches Tea Buying Centre and Agricultural Equipment for Belgut Farmers,[],['Tea'],0,1,79,11
Kenya News Agency,Apiculture yields Sh19.23 billion in GDP,https://www.kenyanews.go.ke/apiculture-yields-sh19-23-billion-in-gdp/,2025-05-21 16:03:02,2026-05-07,2025,5,Apiculture yields Sh19.23 billion in GDP,[],[],0,0,40,6
Kenya News Agency,Caring for Chicken to Minimise the Mortality Rate,https://www.kenyanews.go.ke/caring-for-chicken-to-minimise-the-mortality-rate/,2025-05-21 15:47:52,2026-05-07,2025,5,Caring for Chicken to Minimise the Mortality Rate,[],[],0,0,49,8
Kenya News Agency,Mangu Ward benefit from Agricultural revitalization Program,https://www.kenyanews.go.ke/mangu-ward-benefit-from-agricultural-revitalization-program/,2025-05-21 14:30:11,2026-05-07,2025,5,Mangu Ward benefit from Agricultural revitalization Program,[],[],0,0,59,7
Kenya News Agency,Weeds and pest killers a threat to bees’ survival,https://www.kenyanews.go.ke/weeds-and-pest-killers-a-threat-to-bees-survival/,2025-05-21 14:21:02,2026-05-07,2025,5,Weeds and pest killers a threat to bees’ survival,[],[],0,0,49,9
Kenya News Agency,The COMESA variety catalogue database ensures reliable quality of seeds,https://www.kenyanews.go.ke/the-comesa-variety-catalogue-database-ensures-reliable-quality-of-seeds/,2025-05-21 09:51:10,2026-05-07,2025,5,The COMESA variety catalogue database ensures reliable quality of seeds,[],[],0,0,71,10
Kenya News Agency,Kenya collaborates with regional states to ensure access to improved seeds varieties,https://www.kenyanews.go.ke/kenya-collaborates-with-regional-states-to-ensure-access-to-improved-seeds-varieties/,2025-05-20 17:18:42,2026-05-07,2025,5,Kenya collaborates with regional states to ensure access to improved seeds varieties,[],[],0,0,84,12
Kenya News Agency,FINAS 2025 conference Kicks Off,https://www.kenyanews.go.ke/finas-2025-conference-kicks-off/,2025-05-20 16:23:22,2026-05-07,2025,5,FINAS 2025 conference Kicks Off,[],[],0,0,31,5
Kenya News Agency,"Expect even higher payouts, coffee farmers told",https://www.kenyanews.go.ke/expect-even-higher-payouts-coffee-farmers-told/,2025-05-20 16:04:08,2026-05-07,2025,5,"Expect even higher payouts, coffee farmers told",[],['Coffee'],0,1,47,7
Kenya News Agency,Cassava: The smart crop transforming lives in Elgeyo Marakwet’s Kerio Valley,https://www.kenyanews.go.ke/cassava-the-smart-crop-transforming-lives-in-elgeyo-marakwets-kerio-valley/,2025-05-18 11:36:10,2026-05-07,2025,5,Cassava: The smart crop transforming lives in Elgeyo Marakwet’s Kerio Valley,['Elgeyo Marakwet'],['Cassava'],1,1,76,11
Kenya News Agency,"Uasin Gishu coffee farmers to receive 200,000 to boost production",https://www.kenyanews.go.ke/uasin-gishu-coffee-farmers-to-receive-200000-to-boost-production/,2025-05-18 11:07:16,2026-05-07,2025,5,"Uasin Gishu coffee farmers to receive 200,000 to boost production",['Uasin Gishu'],['Coffee'],1,1,65,10
Kenya News Agency,Youth embrace zero-waste model rabbit rearing venture,https://www.kenyanews.go.ke/youth-embrace-zero-waste-model-rabbit-rearing-venture/,2025-05-17 15:43:37,2026-05-07,2025,5,Youth embrace zero-waste model rabbit rearing venture,[],[],0,0,53,7
Kenya News Agency,Kwale farmers embrace climate resilience agriculture to increase productivity,https://www.kenyanews.go.ke/kwale-farmers-embrace-climate-resilience-agriculture-to-increase-productivity/,2025-05-17 13:44:15,2026-05-07,2025,5,Kwale farmers embrace climate resilience agriculture to increase productivity,['Kwale'],[],1,0,77,9
Kenya News Agency,Farmers benefit with quality seeds and modern farming techniques,https://www.kenyanews.go.ke/farmers-benefit-with-quality-seeds-and-modern-farming-techniques/,2025-05-15 17:46:26,2026-05-07,2025,5,Farmers benefit with quality seeds and modern farming techniques,[],[],0,0,64,9
Kenya News Agency,Rooted in resilience: How cassava is powering Kenya’s climate-smart future,https://www.kenyanews.go.ke/rooted-in-resilience-how-cassava-is-powering-kenyas-climate-smart-future/,2025-05-15 17:05:55,2026-05-07,2025,5,Rooted in resilience: How cassava is powering Kenya’s climate-smart future,[],['Cassava'],0,1,74,10
Kenya News Agency,Success by Kelcop creating jobs in the country through livestock production,https://www.kenyanews.go.ke/success-by-kelcop-creating-jobs-in-the-country-through-livestock-production/,2025-05-15 15:14:55,2026-05-07,2025,5,Success by Kelcop creating jobs in the country through livestock production,[],[],0,0,75,11
Kenya News Agency,Keiyo residents receive heifers from the county government,https://www.kenyanews.go.ke/keiyo-residents-receive-heifers-from-the-county-government/,2025-05-15 15:11:10,2026-05-07,2025,5,Keiyo residents receive heifers from the county government,[],[],0,0,58,8
Kenya News Agency,IFAD conducts KeLCoP mid-term review in Kakamega County,https://www.kenyanews.go.ke/ifad-conducts-kelcop-mid-term-review-in-kakamega-county/,2025-05-15 14:54:28,2026-05-07,2025,5,IFAD conducts KeLCoP mid-term review in Kakamega County,['Kakamega'],[],1,0,55,8
Kenya News Agency,Dairy farmers urged to leverage on ongoing rains for fodder,https://www.kenyanews.go.ke/dairy-farmers-urged-to-leverage-on-on-going-rains-for-fodder/,2025-05-14 15:12:31,2026-05-07,2025,5,Dairy farmers urged to leverage on ongoing rains for fodder,[],[],0,0,59,10
Kenya News Agency,Agricultural experts vouche for organic urban farming,https://www.kenyanews.go.ke/agricultural-experts-vouche-for-organic-urban-farming/,2025-05-14 15:02:03,2026-05-07,2025,5,Agricultural experts vouche for organic urban farming,[],[],0,0,53,7
Kenya News Agency,Nairobi to host International Floriculture Expo in June,https://www.kenyanews.go.ke/nairobi-to-host-international-floriculture-expo-in-june/,2025-05-14 10:26:32,2026-05-07,2025,5,Nairobi to host International Floriculture Expo in June,['Nairobi'],[],1,0,55,8
Kenya News Agency,Farmers Adopt Smart Agriculture for Sustainability,https://www.kenyanews.go.ke/farmers-adopt-smart-agriculture-for-sustainability/,2025-05-13 12:35:23,2026-05-07,2025,5,Farmers Adopt Smart Agriculture for Sustainability,[],[],0,0,50,6
Kenya News Agency,Nakuru governor spearheads revival of pyrethrum growing,https://www.kenyanews.go.ke/nakuru-governor-spearheads-revival-of-pyrethrum-growing/,2025-05-13 11:20:52,2026-05-07,2025,5,Nakuru governor spearheads revival of pyrethrum growing,['Nakuru'],[],1,0,55,7
Kenya News Agency,"Over 25,000 goats and sheep vaccinated and treated",https://www.kenyanews.go.ke/over-25000-goats-and-sheep-vaccinated-and-treated/,2025-05-13 10:20:08,2026-05-07,2025,5,"Over 25,000 goats and sheep vaccinated and treated",[],[],0,0,50,8
Kenya News Agency,Cane Farmers Demand Sony Sugar Company to Settle Sh317 Million Debts,https://www.kenyanews.go.ke/cane-farmers-demand-sony-sugar-company-to-settle-sh317-million-debts/,2025-05-12 09:24:38,2026-05-07,2025,5,Cane Farmers Demand Sony Sugar Company to Settle Sh317 Million Debts,[],['Sugar'],0,1,68,11
Kenya News Agency,Government completes the leasing process of four sugar factories,https://www.kenyanews.go.ke/government-completes-the-leasing-process-of-four-sugar-factories/,2025-05-11 15:30:03,2026-05-07,2025,5,Government completes the leasing process of four sugar factories,[],['Sugar'],0,1,64,9
Kenya News Agency,Government to pay dues owed to sugarcane farmers and sugar factory workers,https://www.kenyanews.go.ke/government-to-pay-dues-owed-to-sugarcane-farmers-and-sugar-factory-workers/,2025-05-10 16:07:05,2026-05-07,2025,5,Government to pay dues owed to sugarcane farmers and sugar factory workers,[],['Sugar'],0,1,74,12
Kenya News Agency,Siaya County trains farmers on good practices,https://www.kenyanews.go.ke/siaya-county-trains-farmers-on-good-practices/,2025-05-09 14:45:26,2026-05-07,2025,5,Siaya County trains farmers on good practices,['Siaya'],[],1,0,45,7
Kenya News Agency,Organization equips village-based agents with skills to bolster agribusiness,https://www.kenyanews.go.ke/organization-equips-village-based-agents-with-skills-to-bolster-agribusiness/,2025-05-09 13:31:02,2026-05-07,2025,5,Organization equips village-based agents with skills to bolster agribusiness,[],[],0,0,76,9
Kenya News Agency,Government assures the public on the safety of GMO products,https://www.kenyanews.go.ke/government-assures-the-public-on-the-safety-of-gmo-products/,2025-05-09 12:53:19,2026-05-07,2025,5,Government assures the public on the safety of GMO products,[],[],0,0,59,10
